Data da Venda,Categoria do Produto,Quantidade em Estoque,Filial,Nome do Produto,Preço do Produto (R$)
indisponivel,Eletrodomésticos,47,Filial 4,Delineador líquido,94.39
indisponivel,Eletrônicos,17,Filial 9,Batom líquido,36.06
indisponivel,Alimentos,22,Filial 10,Delineador líquido,73.8
indisponivel,Roupas,33,Filial 4,Blush em pó,1.22
indisponivel,Alimentos,89,Filial 6,Pó compacto,63.12
indisponivel,Eletrônicos,44,Filial 10,Máscara de cílios,29.82
indisponivel,Roupas,67,Filial 7,Batom líquido,87.6
indisponivel,Eletrodomésticos,79,Filial 1,Delineador líquido,92.61
indisponivel,Alimentos,21,Filial 6,Lápis de sobrancelha,38.06
indisponivel,Eletrodomésticos,46,Filial 4,Delineador líquido,45.86
indisponivel,Eletrodomésticos,83,Filial 4,Delineador líquido,22.53
indisponivel,Alimentos,1,Filial 4,Corretivo,21.08
indisponivel,Alimentos,96,Filial 5,Blush em pó,10.4
indisponivel,Eletrodomésticos,90,Filial 7,Delineador líquido,48.78
indisponivel,Eletrônicos,72,Filial 3,Corretivo,91.8
indisponivel,Roupas,14,Filial 10,Lápis de sobrancelha,29.49
indisponivel,Alimentos,82,Filial 7,Batom matte,9.47
indisponivel,Roupas,91,Filial 7,Batom líquido,40.19
indisponivel,Eletrônicos,44,Filial 3,Batom líquido,15.59
indisponivel,Alimentos,17,Filial 6,Delineador líquido,35.33
indisponivel,Eletrodomésticos,21,Filial 3,Blush em pó,22.05
indisponivel,Alimentos,47,Filial 7,Delineador líquido,11.66
indisponivel,Eletrônicos,73,Filial 5,Corretivo,39.44
indisponivel,Alimentos,27,Filial 1,Sombra de olhos,24.7
indisponivel,Eletrônicos,48,Filial 9,Pó compacto,22.21
indisponivel,Eletrodomésticos,11,Filial 8,Corretivo,56.91
indisponivel,Alimentos,80,Filial 3,Blush em pó,92.02
indisponivel,Eletrodomésticos,97,Filial 9,Pó compacto,47.04
indisponivel,Eletrodomésticos,18,Filial 2,Batom líquido,53.46
indisponivel,Eletrônicos,69,Filial 8,Blush em pó,22.33
indisponivel,Eletrônicos,81,Filial 1,Batom matte,34.04
indisponivel,Roupas,16,Filial 4,Batom matte,56.84
indisponivel,Eletrodomésticos,36,Filial 6,Corretivo,91.85
indisponivel,Roupas,40,Filial 6,Blush em pó,82.77
indisponivel,Eletrônicos,37,Filial 1,Sombra de olhos,88.51
indisponivel,Alimentos,23,Filial 1,Delineador líquido,47.63
indisponivel,Eletrodomésticos,61,Filial 4,Batom matte,71.09
indisponivel,Alimentos,54,Filial 4,Delineador líquido,80.58
indisponivel,Eletrodomésticos,17,Filial 6,Batom matte,39.66
indisponivel,Alimentos,30,Filial 9,Batom líquido,89.76
indisponivel,Roupas,42,Filial 7,Corretivo,76.69
indisponivel,Eletrodomésticos,85,Filial 8,Lápis de sobrancelha,41.82
indisponivel,Eletrônicos,33,Filial 9,Sombra de olhos,95.02
indisponivel,Alimentos,4,Filial 9,Base líquida,21.51
indisponivel,Eletrodomésticos,75,Filial 2,Pó compacto,36.1
indisponivel,Alimentos,76,Filial 10,Blush em pó,23.75
indisponivel,Eletrônicos,9,Filial 10,Delineador líquido,17.94
indisponivel,Eletrodomésticos,23,Filial 5,Batom matte,61.15
indisponivel,Alimentos,76,Filial 1,Batom matte,10.14
indisponivel,Eletrônicos,74,Filial 4,Corretivo,8.38
indisponivel,Alimentos,90,Filial 3,Blush em pó,68.66
indisponivel,Alimentos,56,Filial 3,Batom matte,94.48
indisponivel,Eletrodomésticos,45,Filial 10,Base líquida,61.52
indisponivel,Roupas,86,Filial 2,Corretivo,75.95
indisponivel,Eletrodomésticos,73,Filial 3,Blush em pó,29.08
indisponivel,Eletrônicos,23,Filial 1,Sombra de olhos,73.62
indisponivel,Eletrônicos,96,Filial 3,Base líquida,73.08
indisponivel,Eletrodomésticos,69,Filial 8,Máscara de cílios,54.72
indisponivel,Roupas,91,Filial 4,Máscara de cílios,98.37
indisponivel,Eletrônicos,77,Filial 9,Lápis de sobrancelha,69.84
indisponivel,Eletrônicos,97,Filial 6,Batom líquido,51.2
indisponivel,Roupas,12,Filial 7,Sombra de olhos,63.58
indisponivel,Roupas,4,Filial 9,Sombra de olhos,18.03
indisponivel,Eletrodomésticos,16,Filial 6,Batom matte,85.48
indisponivel,Eletrônicos,5,Filial 7,Sombra de olhos,67.04
indisponivel,Eletrodomésticos,69,Filial 7,Máscara de cílios,2.32
indisponivel,Roupas,5,Filial 9,Máscara de cílios,26.51
indisponivel,Alimentos,40,Filial 6,Lápis de sobrancelha,80.99
indisponivel,Roupas,10,Filial 6,Batom líquido,23.51
indisponivel,Eletrodomésticos,83,Filial 1,Base líquida,72.35
indisponivel,Alimentos,16,Filial 4,Blush em pó,73.9
indisponivel,Alimentos,74,Filial 1,Batom matte,87.61
indisponivel,Roupas,22,Filial 4,Máscara de cílios,79.1
indisponivel,Roupas,20,Filial 8,Lápis de sobrancelha,57.36
indisponivel,Alimentos,48,Filial 6,Batom matte,10.52
indisponivel,Eletrodomésticos,5,Filial 2,Batom matte,68.72
indisponivel,Eletrodomésticos,55,Filial 2,Blush em pó,60.99
indisponivel,Eletrônicos,61,Filial 4,Batom matte,14.68
indisponivel,Eletrodomésticos,54,Filial 5,Delineador líquido,5.43
indisponivel,Roupas,47,Filial 6,Sombra de olhos,25.28
indisponivel,Eletrodomésticos,90,Filial 7,Base líquida,74.54
indisponivel,Eletrônicos,89,Filial 6,Máscara de cílios,24.15
indisponivel,Alimentos,24,Filial 5,Pó compacto,51.2
indisponivel,Roupas,29,Filial 4,Sombra de olhos,46.42
indisponivel,Alimentos,63,Filial 6,Máscara de cílios,32.29
indisponivel,Alimentos,32,Filial 2,Batom matte,8.28
indisponivel,Eletrodomésticos,62,Filial 4,Corretivo,55.37
indisponivel,Eletrônicos,42,Filial 6,Batom matte,16.69
indisponivel,Alimentos,15,Filial 6,Batom líquido,30.36
indisponivel,Eletrodomésticos,54,Filial 7,Sombra de olhos,1.7
indisponivel,Alimentos,73,Filial 7,Blush em pó,13.41
indisponivel,Alimentos,3,Filial 5,Blush em pó,44.14
indisponivel,Roupas,15,Filial 1,Sombra de olhos,4.12
indisponivel,Alimentos,31,Filial 2,Máscara de cílios,78.91
indisponivel,Eletrônicos,79,Filial 1,Blush em pó,62.7
indisponivel,Eletrodomésticos,25,Filial 4,Corretivo,3.26
indisponivel,Eletrônicos,55,Filial 6,Blush em pó,70.87
indisponivel,Eletrodomésticos,37,Filial 5,Batom líquido,1.96
indisponivel,Eletrônicos,84,Filial 4,Base líquida,44.55
indisponivel,Eletrodomésticos,83,Filial 2,Batom líquido,42.49
indisponivel,Alimentos,71,Filial 5,Batom líquido,45.58
indisponivel,Roupas,59,Filial 2,Sombra de olhos,80.05
indisponivel,Roupas,1,Filial 9,Corretivo,55.37
indisponivel,Alimentos,20,Filial 1,Corretivo,51.56
indisponivel,Eletrodomésticos,50,Filial 3,Batom matte,7.87
indisponivel,Alimentos,51,Filial 7,Máscara de cílios,60.65
indisponivel,Alimentos,8,Filial 1,Pó compacto,51.81
indisponivel,Roupas,54,Filial 2,Corretivo,26.49
indisponivel,Eletrônicos,42,Filial 4,Pó compacto,37.79
indisponivel,Eletrônicos,8,Filial 3,Pó compacto,36.84
indisponivel,Roupas,89,Filial 4,Batom matte,66.91
indisponivel,Alimentos,50,Filial 5,Blush em pó,95.87
indisponivel,Roupas,76,Filial 6,Batom líquido,3.65
indisponivel,Eletrônicos,76,Filial 10,Lápis de sobrancelha,47.56
indisponivel,Eletrodomésticos,51,Filial 8,Batom líquido,40.88
indisponivel,Eletrodomésticos,90,Filial 2,Blush em pó,2.22
indisponivel,Alimentos,49,Filial 8,Corretivo,46.1
indisponivel,Alimentos,48,Filial 7,Delineador líquido,48.94
indisponivel,Eletrônicos,8,Filial 8,Lápis de sobrancelha,81.94
indisponivel,Alimentos,11,Filial 10,Pó compacto,29.16
indisponivel,Alimentos,3,Filial 8,Batom líquido,17.58
indisponivel,Roupas,49,Filial 8,Batom matte,12.41
indisponivel,Eletrodomésticos,98,Filial 7,Blush em pó,50.96
indisponivel,Eletrodomésticos,14,Filial 3,Lápis de sobrancelha,36.26
indisponivel,Alimentos,10,Filial 8,Máscara de cílios,44.21
indisponivel,Eletrônicos,91,Filial 6,Corretivo,19.93
indisponivel,Eletrônicos,49,Filial 3,Corretivo,43.41
indisponivel,Eletrônicos,34,Filial 8,Batom líquido,70.51
indisponivel,Roupas,71,Filial 5,Corretivo,51.44
indisponivel,Alimentos,56,Filial 1,Lápis de sobrancelha,55.21
indisponivel,Roupas,47,Filial 8,Base líquida,92.1
indisponivel,Roupas,19,Filial 6,Blush em pó,10.3
indisponivel,Eletrônicos,2,Filial 9,Lápis de sobrancelha,37.88
indisponivel,Eletrônicos,88,Filial 4,Pó compacto,79.07
indisponivel,Roupas,56,Filial 6,Base líquida,57.89
indisponivel,Eletrodomésticos,58,Filial 3,Batom líquido,4.07
indisponivel,Alimentos,43,Filial 9,Blush em pó,79.77
indisponivel,Eletrodomésticos,7,Filial 5,Lápis de sobrancelha,79.57
indisponivel,Eletrônicos,96,Filial 7,Pó compacto,66.48
indisponivel,Eletrodomésticos,91,Filial 9,Delineador líquido,52.21
indisponivel,Alimentos,6,Filial 1,Delineador líquido,94.31
indisponivel,Eletrônicos,18,Filial 5,Máscara de cílios,27.27
indisponivel,Eletrodomésticos,47,Filial 5,Lápis de sobrancelha,95.74
indisponivel,Roupas,12,Filial 10,Lápis de sobrancelha,65.56
indisponivel,Eletrônicos,65,Filial 4,Batom matte,95.86
indisponivel,Eletrodomésticos,81,Filial 6,Batom matte,20.26
indisponivel,Eletrodomésticos,93,Filial 4,Batom matte,98.07
indisponivel,Eletrodomésticos,33,Filial 3,Base líquida,12.53
indisponivel,Alimentos,93,Filial 2,Base líquida,60.77
indisponivel,Roupas,58,Filial 10,Batom matte,59.53
indisponivel,Eletrônicos,94,Filial 3,Batom matte,76.08
indisponivel,Roupas,43,Filial 4,Sombra de olhos,36.39
indisponivel,Eletrônicos,87,Filial 10,Base líquida,1.54
indisponivel,Alimentos,96,Filial 4,Máscara de cílios,39.75
indisponivel,Alimentos,99,Filial 1,Sombra de olhos,9.99
indisponivel,Alimentos,66,Filial 2,Delineador líquido,96.51
indisponivel,Alimentos,36,Filial 10,Base líquida,69.45
indisponivel,Alimentos,39,Filial 1,Sombra de olhos,39.1
indisponivel,Alimentos,79,Filial 1,Máscara de cílios,55.02
indisponivel,Roupas,76,Filial 7,Lápis de sobrancelha,69.05
indisponivel,Roupas,10,Filial 9,Batom matte,1.72
indisponivel,Eletrodomésticos,54,Filial 1,Lápis de sobrancelha,11.39
indisponivel,Eletrodomésticos,70,Filial 2,Sombra de olhos,17.06
indisponivel,Eletrodomésticos,60,Filial 1,Corretivo,52.6
indisponivel,Eletrônicos,13,Filial 5,Sombra de olhos,74.66
indisponivel,Eletrônicos,99,Filial 8,Lápis de sobrancelha,94.69
indisponivel,Eletrônicos,98,Filial 3,Batom líquido,61.77
indisponivel,Eletrodomésticos,97,Filial 5,Pó compacto,33.22
indisponivel,Eletrodomésticos,87,Filial 10,Lápis de sobrancelha,38.77
indisponivel,Eletrônicos,88,Filial 8,Corretivo,62.11
indisponivel,Eletrodomésticos,8,Filial 3,Máscara de cílios,83.53
indisponivel,Alimentos,34,Filial 6,Base líquida,31.32
indisponivel,Eletrodomésticos,54,Filial 1,Lápis de sobrancelha,68.58
indisponivel,Eletrônicos,32,Filial 1,Base líquida,79.1
indisponivel,Eletrônicos,73,Filial 6,Sombra de olhos,14.46
indisponivel,Eletrônicos,99,Filial 9,Blush em pó,8.82
indisponivel,Roupas,19,Filial 1,Sombra de olhos,47.73
indisponivel,Eletrodomésticos,44,Filial 6,Batom líquido,63.44
indisponivel,Eletrodomésticos,96,Filial 10,Pó compacto,5.49
indisponivel,Eletrônicos,79,Filial 6,Corretivo,30.08
indisponivel,Eletrodomésticos,12,Filial 2,Base líquida,54.34
indisponivel,Eletrônicos,77,Filial 1,Sombra de olhos,88.58
indisponivel,Roupas,15,Filial 3,Máscara de cílios,72.0
indisponivel,Alimentos,8,Filial 2,Batom matte,14.4
indisponivel,Eletrodomésticos,53,Filial 2,Delineador líquido,78.21
indisponivel,Alimentos,17,Filial 4,Sombra de olhos,59.59
indisponivel,Roupas,65,Filial 4,Pó compacto,39.89
indisponivel,Alimentos,53,Filial 1,Pó compacto,84.66
indisponivel,Eletrodomésticos,95,Filial 3,Pó compacto,79.78
indisponivel,Roupas,44,Filial 5,Base líquida,27.14
indisponivel,Eletrodomésticos,52,Filial 10,Blush em pó,69.03
indisponivel,Roupas,88,Filial 10,Batom líquido,7.52
indisponivel,Eletrodomésticos,96,Filial 6,Corretivo,67.33
indisponivel,Eletrônicos,34,Filial 9,Lápis de sobrancelha,90.11
indisponivel,Roupas,60,Filial 8,Corretivo,62.56
indisponivel,Roupas,81,Filial 7,Batom líquido,36.59
indisponivel,Eletrodomésticos,60,Filial 2,Corretivo,24.69
indisponivel,Alimentos,46,Filial 7,Corretivo,98.79
indisponivel,Eletrônicos,48,Filial 4,Lápis de sobrancelha,32.23
indisponivel,Eletrônicos,89,Filial 7,Batom matte,69.84
indisponivel,Eletrônicos,16,Filial 2,Batom matte,56.44
indisponivel,Roupas,61,Filial 9,Batom matte,60.82
indisponivel,Roupas,47,Filial 9,Delineador líquido,60.02
indisponivel,Alimentos,6,Filial 10,Lápis de sobrancelha,33.38
indisponivel,Eletrodomésticos,3,Filial 5,Base líquida,89.68
indisponivel,Eletrodomésticos,88,Filial 8,Delineador líquido,43.63
indisponivel,Eletrodomésticos,57,Filial 3,Corretivo,84.1
indisponivel,Eletrônicos,9,Filial 3,Base líquida,88.66
indisponivel,Alimentos,96,Filial 3,Máscara de cílios,54.84
indisponivel,Eletrodomésticos,66,Filial 9,Blush em pó,23.9
indisponivel,Eletrodomésticos,6,Filial 3,Máscara de cílios,96.34
indisponivel,Eletrônicos,49,Filial 4,Pó compacto,94.59
indisponivel,Roupas,10,Filial 8,Blush em pó,40.94
indisponivel,Eletrônicos,20,Filial 1,Delineador líquido,77.08
indisponivel,Eletrônicos,89,Filial 1,Delineador líquido,91.69
indisponivel,Roupas,58,Filial 5,Batom líquido,80.34
indisponivel,Roupas,84,Filial 10,Máscara de cílios,32.41
indisponivel,Alimentos,3,Filial 7,Máscara de cílios,98.03
indisponivel,Roupas,56,Filial 7,Delineador líquido,16.69
indisponivel,Alimentos,18,Filial 9,Máscara de cílios,84.18
indisponivel,Eletrodomésticos,5,Filial 2,Base líquida,91.33
indisponivel,Eletrodomésticos,36,Filial 8,Batom líquido,40.84
indisponivel,Eletrodomésticos,54,Filial 9,Batom matte,79.01
indisponivel,Eletrônicos,57,Filial 3,Batom matte,87.04
indisponivel,Roupas,77,Filial 2,Pó compacto,31.33
indisponivel,Roupas,25,Filial 8,Batom matte,61.14
indisponivel,Eletrodomésticos,60,Filial 10,Pó compacto,92.27
indisponivel,Eletrodomésticos,53,Filial 5,Corretivo,13.61
indisponivel,Alimentos,52,Filial 7,Máscara de cílios,4.66
indisponivel,Eletrônicos,53,Filial 1,Batom líquido,25.27
indisponivel,Eletrodomésticos,9,Filial 7,Sombra de olhos,81.22
indisponivel,Eletrônicos,78,Filial 10,Blush em pó,35.73
indisponivel,Roupas,51,Filial 7,Batom matte,16.86
indisponivel,Eletrônicos,75,Filial 10,Sombra de olhos,73.19
indisponivel,Roupas,20,Filial 5,Batom líquido,76.96
indisponivel,Alimentos,21,Filial 5,Blush em pó,29.33
indisponivel,Eletrodomésticos,92,Filial 7,Batom matte,62.38
indisponivel,Alimentos,73,Filial 3,Lápis de sobrancelha,57.37
indisponivel,Eletrodomésticos,61,Filial 2,Máscara de cílios,33.18
indisponivel,Alimentos,72,Filial 6,Lápis de sobrancelha,98.24
indisponivel,Alimentos,61,Filial 5,Lápis de sobrancelha,72.55
indisponivel,Eletrodomésticos,35,Filial 6,Batom matte,32.85
indisponivel,Eletrônicos,80,Filial 8,Batom líquido,54.81
indisponivel,Roupas,94,Filial 2,Sombra de olhos,89.06
indisponivel,Roupas,24,Filial 10,Blush em pó,1.95
indisponivel,Alimentos,13,Filial 1,Batom líquido,35.14
indisponivel,Alimentos,3,Filial 4,Lápis de sobrancelha,21.62
indisponivel,Eletrônicos,36,Filial 1,Delineador líquido,66.1
indisponivel,Eletrônicos,27,Filial 2,Máscara de cílios,74.17
indisponivel,Eletrônicos,9,Filial 2,Lápis de sobrancelha,59.94
indisponivel,Roupas,73,Filial 8,Corretivo,61.33
indisponivel,Alimentos,60,Filial 4,Blush em pó,84.17
indisponivel,Eletrônicos,19,Filial 8,Pó compacto,26.6
indisponivel,Eletrônicos,80,Filial 6,Base líquida,44.95
indisponivel,Eletrônicos,5,Filial 2,Batom líquido,16.6
indisponivel,Eletrodomésticos,33,Filial 7,Blush em pó,7.42
indisponivel,Eletrodomésticos,68,Filial 1,Batom matte,75.83
indisponivel,Eletrônicos,79,Filial 6,Batom líquido,43.11
indisponivel,Roupas,25,Filial 7,Corretivo,54.5
indisponivel,Eletrônicos,85,Filial 10,Blush em pó,60.74
indisponivel,Eletrodomésticos,84,Filial 1,Batom líquido,64.1
indisponivel,Alimentos,99,Filial 4,Batom matte,58.91
indisponivel,Roupas,29,Filial 10,Base líquida,88.02
indisponivel,Eletrodomésticos,19,Filial 5,Pó compacto,25.73
indisponivel,Eletrodomésticos,6,Filial 3,Delineador líquido,53.76
indisponivel,Roupas,4,Filial 3,Delineador líquido,76.46
indisponivel,Alimentos,47,Filial 6,Lápis de sobrancelha,93.7
indisponivel,Alimentos,62,Filial 9,Delineador líquido,24.71
indisponivel,Eletrônicos,40,Filial 1,Batom matte,14.8
indisponivel,Roupas,80,Filial 8,Batom matte,73.04
indisponivel,Eletrodomésticos,24,Filial 5,Lápis de sobrancelha,16.77
indisponivel,Eletrônicos,20,Filial 10,Batom matte,59.08
indisponivel,Eletrônicos,18,Filial 6,Corretivo,90.08
indisponivel,Eletrônicos,10,Filial 2,Máscara de cílios,86.42
indisponivel,Eletrônicos,11,Filial 10,Lápis de sobrancelha,50.72
indisponivel,Eletrodomésticos,59,Filial 9,Delineador líquido,83.09
indisponivel,Roupas,59,Filial 9,Pó compacto,96.24
indisponivel,Eletrônicos,38,Filial 2,Pó compacto,57.31
indisponivel,Eletrônicos,93,Filial 5,Pó compacto,17.96
indisponivel,Roupas,25,Filial 2,Base líquida,45.57
indisponivel,Alimentos,89,Filial 6,Lápis de sobrancelha,2.81
indisponivel,Roupas,4,Filial 4,Lápis de sobrancelha,83.22
indisponivel,Eletrodomésticos,34,Filial 2,Pó compacto,43.95
indisponivel,Eletrônicos,48,Filial 7,Sombra de olhos,92.18
indisponivel,Eletrônicos,56,Filial 8,Blush em pó,63.92
indisponivel,Alimentos,26,Filial 1,Base líquida,30.84
indisponivel,Eletrônicos,6,Filial 1,Lápis de sobrancelha,20.85
indisponivel,Alimentos,68,Filial 2,Pó compacto,7.38
indisponivel,Eletrodomésticos,26,Filial 7,Pó compacto,15.68
indisponivel,Roupas,53,Filial 10,Sombra de olhos,72.01
indisponivel,Alimentos,7,Filial 6,Blush em pó,11.57
indisponivel,Alimentos,22,Filial 8,Batom líquido,30.24
indisponivel,Roupas,52,Filial 7,Lápis de sobrancelha,66.87
indisponivel,Eletrônicos,82,Filial 4,Batom líquido,94.79
indisponivel,Roupas,44,Filial 4,Batom líquido,7.32
indisponivel,Roupas,76,Filial 8,Sombra de olhos,21.71
indisponivel,Eletrônicos,17,Filial 9,Máscara de cílios,77.47
indisponivel,Alimentos,84,Filial 2,Pó compacto,81.89
indisponivel,Alimentos,8,Filial 9,Lápis de sobrancelha,47.96
indisponivel,Alimentos,79,Filial 5,Corretivo,7.61
indisponivel,Alimentos,52,Filial 8,Delineador líquido,71.65
indisponivel,Alimentos,29,Filial 3,Base líquida,72.23
indisponivel,Alimentos,8,Filial 6,Batom matte,68.59
indisponivel,Roupas,31,Filial 10,Delineador líquido,5.32
indisponivel,Roupas,94,Filial 7,Base líquida,25.91
indisponivel,Eletrodomésticos,80,Filial 6,Batom matte,21.79
indisponivel,Eletrônicos,77,Filial 4,Pó compacto,91.76
indisponivel,Alimentos,69,Filial 1,Delineador líquido,7.1
indisponivel,Roupas,9,Filial 9,Batom líquido,12.63
indisponivel,Roupas,37,Filial 2,Máscara de cílios,34.9
indisponivel,Alimentos,33,Filial 6,Corretivo,4.51
indisponivel,Alimentos,59,Filial 10,Base líquida,57.27
indisponivel,Eletrodomésticos,63,Filial 6,Batom líquido,24.71
indisponivel,Roupas,21,Filial 3,Delineador líquido,86.89
indisponivel,Roupas,27,Filial 8,Batom matte,75.06
indisponivel,Roupas,11,Filial 3,Blush em pó,90.02
indisponivel,Eletrodomésticos,17,Filial 4,Máscara de cílios,78.42
indisponivel,Roupas,40,Filial 1,Batom matte,54.24
indisponivel,Eletrodomésticos,87,Filial 4,Batom líquido,53.93
indisponivel,Eletrodomésticos,44,Filial 6,Corretivo,35.49
indisponivel,Eletrônicos,57,Filial 3,Batom matte,78.13
indisponivel,Eletrodomésticos,14,Filial 3,Pó compacto,70.6
indisponivel,Eletrônicos,49,Filial 6,Batom matte,54.23
indisponivel,Eletrodomésticos,51,Filial 2,Máscara de cílios,90.39
indisponivel,Roupas,1,Filial 6,Sombra de olhos,63.23
indisponivel,Eletrodomésticos,69,Filial 6,Batom líquido,12.36
indisponivel,Eletrônicos,22,Filial 3,Sombra de olhos,97.14
indisponivel,Roupas,82,Filial 10,Batom líquido,71.12
indisponivel,Eletrônicos,90,Filial 4,Delineador líquido,30.23
indisponivel,Alimentos,8,Filial 6,Máscara de cílios,16.7
indisponivel,Roupas,21,Filial 8,Lápis de sobrancelha,59.55
indisponivel,Roupas,63,Filial 9,Sombra de olhos,16.73
indisponivel,Roupas,64,Filial 9,Sombra de olhos,30.13
indisponivel,Roupas,93,Filial 10,Base líquida,95.6
indisponivel,Eletrodomésticos,11,Filial 7,Pó compacto,77.67
indisponivel,Eletrodomésticos,2,Filial 6,Máscara de cílios,53.5
indisponivel,Eletrônicos,24,Filial 10,Pó compacto,33.88
indisponivel,Eletrodomésticos,85,Filial 9,Máscara de cílios,81.01
indisponivel,Eletrônicos,74,Filial 1,Sombra de olhos,99.31
indisponivel,Alimentos,9,Filial 2,Pó compacto,24.92
indisponivel,Eletrodomésticos,100,Filial 10,Batom líquido,47.94
indisponivel,Alimentos,73,Filial 1,Delineador líquido,88.01
indisponivel,Eletrodomésticos,35,Filial 5,Blush em pó,13.07
indisponivel,Roupas,69,Filial 8,Blush em pó,28.89
indisponivel,Alimentos,76,Filial 1,Máscara de cílios,91.33
indisponivel,Eletrodomésticos,1,Filial 7,Base líquida,91.39
indisponivel,Eletrodomésticos,28,Filial 2,Lápis de sobrancelha,11.46
indisponivel,Alimentos,37,Filial 3,Delineador líquido,92.1
indisponivel,Eletrodomésticos,30,Filial 10,Delineador líquido,75.25
indisponivel,Eletrodomésticos,90,Filial 8,Máscara de cílios,6.76
indisponivel,Roupas,34,Filial 9,Pó compacto,55.63
indisponivel,Eletrodomésticos,6,Filial 10,Batom líquido,93.76
indisponivel,Eletrônicos,79,Filial 4,Batom matte,42.37
indisponivel,Eletrodomésticos,70,Filial 9,Base líquida,9.3
indisponivel,Eletrodomésticos,80,Filial 5,Máscara de cílios,72.66
indisponivel,Eletrônicos,43,Filial 7,Sombra de olhos,79.29
indisponivel,Roupas,41,Filial 2,Pó compacto,84.59
indisponivel,Eletrônicos,11,Filial 5,Máscara de cílios,41.25
indisponivel,Eletrônicos,43,Filial 3,Lápis de sobrancelha,74.62
indisponivel,Roupas,64,Filial 1,Delineador líquido,73.53
indisponivel,Alimentos,58,Filial 6,Delineador líquido,80.44
indisponivel,Eletrodomésticos,62,Filial 3,Máscara de cílios,52.5
indisponivel,Eletrodomésticos,9,Filial 3,Máscara de cílios,73.62
indisponivel,Eletrônicos,93,Filial 1,Sombra de olhos,97.28
indisponivel,Roupas,45,Filial 6,Delineador líquido,9.67
indisponivel,Eletrônicos,79,Filial 9,Corretivo,29.5
indisponivel,Eletrônicos,73,Filial 9,Base líquida,98.09
indisponivel,Roupas,6,Filial 8,Batom matte,12.34
indisponivel,Alimentos,52,Filial 1,Batom líquido,70.82
indisponivel,Alimentos,9,Filial 9,Base líquida,45.25
indisponivel,Roupas,27,Filial 7,Blush em pó,20.94
indisponivel,Eletrodomésticos,65,Filial 4,Batom matte,23.3
indisponivel,Eletrodomésticos,48,Filial 10,Base líquida,4.43
indisponivel,Roupas,8,Filial 2,Delineador líquido,3.25
indisponivel,Alimentos,64,Filial 4,Lápis de sobrancelha,22.23
indisponivel,Eletrodomésticos,56,Filial 9,Blush em pó,49.14
indisponivel,Eletrodomésticos,60,Filial 5,Batom matte,70.73
indisponivel,Eletrodomésticos,4,Filial 1,Máscara de cílios,27.84
indisponivel,Alimentos,85,Filial 6,Base líquida,14.54
indisponivel,Eletrodomésticos,88,Filial 5,Blush em pó,94.32
indisponivel,Eletrônicos,69,Filial 7,Delineador líquido,31.31
indisponivel,Alimentos,11,Filial 9,Sombra de olhos,50.42
indisponivel,Eletrodomésticos,4,Filial 8,Base líquida,32.72
indisponivel,Eletrônicos,16,Filial 3,Lápis de sobrancelha,60.7
indisponivel,Eletrodomésticos,64,Filial 9,Lápis de sobrancelha,56.33
indisponivel,Roupas,71,Filial 7,Pó compacto,29.56
indisponivel,Alimentos,80,Filial 6,Sombra de olhos,61.9
indisponivel,Eletrônicos,81,Filial 3,Blush em pó,58.7
indisponivel,Eletrônicos,32,Filial 1,Batom líquido,83.04
indisponivel,Alimentos,74,Filial 10,Blush em pó,36.19
indisponivel,Eletrodomésticos,64,Filial 10,Corretivo,20.96
indisponivel,Eletrodomésticos,33,Filial 7,Máscara de cílios,81.54
indisponivel,Roupas,77,Filial 6,Batom líquido,79.94
indisponivel,Roupas,62,Filial 6,Pó compacto,21.01
indisponivel,Roupas,83,Filial 9,Batom líquido,99.06
indisponivel,Eletrônicos,24,Filial 9,Batom matte,2.86
indisponivel,Eletrodomésticos,86,Filial 10,Pó compacto,57.69
indisponivel,Eletrodomésticos,55,Filial 10,Sombra de olhos,96.06
indisponivel,Alimentos,40,Filial 6,Sombra de olhos,72.75
indisponivel,Eletrônicos,98,Filial 2,Blush em pó,58.59
indisponivel,Eletrônicos,9,Filial 5,Corretivo,68.26
indisponivel,Eletrodomésticos,21,Filial 4,Batom matte,40.99
indisponivel,Alimentos,74,Filial 9,Máscara de cílios,18.29
indisponivel,Roupas,39,Filial 8,Máscara de cílios,11.54
indisponivel,Eletrônicos,58,Filial 1,Sombra de olhos,49.76
indisponivel,Eletrodomésticos,94,Filial 3,Blush em pó,79.91
indisponivel,Roupas,75,Filial 6,Pó compacto,60.2
indisponivel,Alimentos,10,Filial 8,Máscara de cílios,44.27
indisponivel,Roupas,82,Filial 5,Base líquida,34.27
indisponivel,Roupas,67,Filial 2,Lápis de sobrancelha,80.71
indisponivel,Eletrodomésticos,77,Filial 2,Batom matte,56.92
indisponivel,Roupas,69,Filial 7,Delineador líquido,31.93
indisponivel,Alimentos,91,Filial 7,Máscara de cílios,37.94
indisponivel,Eletrônicos,27,Filial 7,Sombra de olhos,34.0
indisponivel,Alimentos,48,Filial 7,Batom líquido,48.03
indisponivel,Alimentos,67,Filial 9,Pó compacto,57.83
indisponivel,Eletrônicos,95,Filial 9,Pó compacto,62.13
indisponivel,Roupas,91,Filial 8,Sombra de olhos,76.35
indisponivel,Alimentos,38,Filial 8,Sombra de olhos,80.05
indisponivel,Roupas,8,Filial 5,Pó compacto,58.69
indisponivel,Eletrodomésticos,59,Filial 4,Delineador líquido,83.66
